state,district,date,lf,lf_employed,lf_unemployed,lf_outside,p_rate,u_rate,ep_ratio
Sarawak,Sibu,2023-01-01,129.2,121.0,7.2,54.8,70.1,5.6,65.8
Sarawak,Sibu,2024-01-01,130.7,123.3,7.4,53.2,71.1,5.7,67.0
Sarawak,Siburan,2021-01-01,,,,,,,
Sarawak,Siburan,2022-01-01,,,,,,,
Sarawak,Siburan,2023-01-01,,,,,,,
Sarawak,Siburan,2024-01-01,,,,,,,
Sarawak,Simunjan,2018-01-01,21.5,20.8,0.7,9.4,69.6,3.1,67.3
Sarawak,Simunjan,2019-01-01,22.0,21.4,0.7,9.5,69.9,3.0,67.9
Sarawak,Simunjan,2020-01-01,15.2,14.5,0.7,9.1,62.6,4.7,59.7
Sarawak,Simunjan,2021-01-01,15.1,14.2,0.8,9.4,61.6,5.4,58.0
Sarawak,Simunjan,2022-01-01,15.1,14.5,0.7,9.3,61.9,4.5,59.4
Sarawak,Simunjan,2023-01-01,15.6,15.1,0.7,9.0,63.7,4.3,61.4
Sarawak,Simunjan,2024-01-01,15.7,15.1,0.7,9.0,63.6,4.2,61.1
Sarawak,Song,2018-01-01,10.7,10.2,0.4,5.2,67.2,3.9,64.2
Sarawak,Song,2019-01-01,11.0,10.6,0.4,5.2,68.0,4.0,65.4
Sarawak,Song,2020-01-01,3.4,3.2,0.2,2.9,54.1,4.5,50.8
Sarawak,Song,2021-01-01,3.4,3.3,0.2,2.8,54.9,5.5,53.2
Sarawak,Song,2022-01-01,3.5,3.3,0.2,2.8,55.3,4.8,52.4
Sarawak,Song,2023-01-01,3.6,3.5,0.1,2.8,56.3,3.3,54.7
Sarawak,Song,2024-01-01,3.7,3.5,0.1,2.8,56.9,3.7,53.8
Sarawak,Sri Aman,2018-01-01,35.2,34.3,1.0,15.9,68.9,2.8,67.1
Sarawak,Sri Aman,2019-01-01,36.2,35.3,0.9,16.0,69.3,2.5,67.6
Sarawak,Sri Aman,2020-01-01,27.3,26.3,0.9,13.8,66.4,3.4,64.0
Sarawak,Sri Aman,2021-01-01,27.0,26.1,0.9,14.2,65.5,3.3,63.3
Sarawak,Sri Aman,2022-01-01,26.9,26.2,0.7,14.0,65.7,2.6,64.1
Sarawak,Sri Aman,2023-01-01,27.8,27.2,0.6,13.5,67.3,2.0,65.9
Sarawak,Sri Aman,2024-01-01,27.9,27.5,0.4,13.2,67.8,1.6,66.9
Sarawak,Subis,2018-01-01,,,,,,,
Sarawak,Subis,2019-01-01,,,,,,,
Sarawak,Subis,2020-01-01,28.7,27.9,0.8,13.8,67.6,2.7,65.6
Sarawak,Subis,2021-01-01,29.4,28.6,0.8,14.5,67.1,2.8,65.1
Sarawak,Subis,2022-01-01,28.9,28.2,0.7,13.2,68.6,2.4,67.0
Sarawak,Subis,2023-01-01,29.5,29.0,0.5,12.7,69.9,1.7,68.7
Sarawak,Subis,2024-01-01,29.4,28.9,0.5,12.3,70.5,1.5,69.3
Sarawak,Tanjong Manis,2021-01-01,3.4,3.2,0.2,2.2,60.5,6.8,57.1
Sarawak,Tanjong Manis,2022-01-01,3.4,3.2,0.2,2.1,61.8,5.7,58.2
Sarawak,Tanjong Manis,2023-01-01,3.5,3.3,0.2,2.0,63.7,5.3,60.0
Sarawak,Tanjong Manis,2024-01-01,3.5,3.3,0.2,1.9,64.4,5.6,61.1
Sarawak,Tanjung Manis,2018-01-01,,,,,,,
Sarawak,Tanjung Manis,2019-01-01,,,,,,,
Sarawak,Tanjung Manis,2020-01-01,3.4,3.2,0.2,2.1,61.9,6.2,58.2
Sarawak,Tatau,2018-01-01,17.8,17.2,0.6,7.7,69.7,3.4,67.5
Sarawak,Tatau,2019-01-01,18.0,17.4,0.6,7.6,70.2,3.4,68.0
Sarawak,Tatau,2020-01-01,15.2,14.6,0.6,7.3,67.5,3.9,64.9
Sarawak,Tatau,2021-01-01,15.3,14.6,0.7,7.7,66.6,4.5,63.5
Sarawak,Tatau,2022-01-01,15.6,15.1,0.5,7.2,68.5,3.2,66.2
Sarawak,Tatau,2023-01-01,15.9,15.7,0.5,7.0,69.9,3.1,68.6
Sarawak,Tatau,2024-01-01,16.3,15.8,0.5,6.7,70.7,2.8,68.7
Sarawak,Tebedu,2018-01-01,,,,,,,
Sarawak,Tebedu,2019-01-01,,,,,,,
Sarawak,Tebedu,2020-01-01,8.4,7.9,0.6,9.1,48.2,6.7,45.1
Sarawak,Tebedu,2021-01-01,8.2,7.5,0.7,9.4,46.5,8.6,42.6
Sarawak,Tebedu,2022-01-01,8.2,7.6,0.6,9.5,46.6,7.6,42.9
Sarawak,Tebedu,2023-01-01,9.5,8.2,0.5,9.3,48.6,5.9,43.6
Sarawak,Tebedu,2024-01-01,8.9,8.4,0.5,9.2,49.1,6.1,46.4
Sarawak,Telang Usan,2018-01-01,,,,,,293.0,
Sarawak,Telang Usan,2019-01-01,,,,,,,
Sarawak,Telang Usan,2020-01-01,8.1,7.9,0.2,4.2,66.0,2.0,64.2
Sarawak,Telang Usan,2021-01-01,8.2,8.0,0.1,4.4,65.1,1.7,63.5
Sarawak,Telang Usan,2022-01-01,8.3,8.2,0.1,4.4,65.6,1.6,64.6
Sarawak,Telang Usan,2023-01-01,8.9,8.7,0.1,4.3,67.2,1.2,65.9
Sarawak,Telang Usan,2024-01-01,8.9,8.8,0.1,4.2,67.8,1.5,67.2
Selangor,Gombak,2018-01-01,438.0,425.7,12.3,148.6,74.7,2.8,72.6
Selangor,Gombak,2019-01-01,442.3,429.9,12.4,152.8,74.3,2.8,72.2
Selangor,Gombak,2020-01-01,497.1,472.5,24.7,169.3,74.6,5.0,70.9
Selangor,Gombak,2021-01-01,501.8,472.4,29.4,168.1,74.9,5.9,70.5
Selangor,Gombak,2022-01-01,498.0,473.5,24.5,175.4,73.9,4.9,70.3
Selangor,Gombak,2023-01-01,513.3,495.0,18.3,171.8,74.9,3.6,72.3
Selangor,Gombak,2024-01-01,527.5,511.6,15.9,169.6,75.7,3.0,73.4
Selangor,Hulu Langat,2018-01-01,759.8,737.4,22.4,214.5,78.0,3.0,75.7
Selangor,Hulu Langat,2019-01-01,761.9,738.5,23.4,222.9,77.4,3.1,75.0
Selangor,Hulu Langat,2020-01-01,746.0,703.8,42.2,249.7,74.9,5.7,70.7
Selangor,Hulu Selangor,2018-01-01,126.0,123.1,2.8,39.7,76.0,2.3,74.3
Selangor,Hulu Selangor,2019-01-01,128.4,125.4,3.0,40.9,75.9,2.3,74.1
Selangor,Hulu Selangor,2020-01-01,126.3,123.6,2.7,43.3,74.5,2.1,72.9
Selangor,Klang,2018-01-01,573.2,557.1,16.1,164.9,77.7,2.8,75.5
Selangor,Klang,2019-01-01,576.9,560.2,16.7,170.8,77.2,2.9,74.9
Selangor,Klang,2020-01-01,599.6,575.8,23.9,182.7,76.6,4.0,73.6
Selangor,Klang,2021-01-01,599.6,570.4,29.3,168.3,78.1,4.9,74.3
Selangor,Klang,2022-01-01,620.0,592.1,27.9,164.1,79.1,4.5,75.5
Selangor,Klang,2023-01-01,646.1,625.3,20.7,164.9,79.7,3.2,77.1
Selangor,Klang,2024-01-01,674.6,657.0,17.6,165.5,80.3,2.6,78.2
Selangor,Kuala Langat,2018-01-01,145.6,141.5,4.2,46.6,75.8,2.9,73.6
Selangor,Kuala Langat,2019-01-01,148.1,143.7,4.4,48.2,75.4,3.0,73.2
Selangor,Kuala Langat,2020-01-01,160.1,153.8,6.3,55.6,74.2,3.9,71.3
Selangor,Kuala Langat,2021-01-01,160.1,155.0,5.0,57.8,73.5,3.1,71.1
Selangor,Kuala Langat,2022-01-01,161.5,157.9,3.6,57.5,73.7,2.2,72.1
Selangor,Kuala Langat,2023-01-01,165.1,162.4,2.6,57.3,74.2,1.6,73.0
Selangor,Kuala Langat,2024-01-01,168.9,166.9,2.0,56.9,74.8,1.2,73.9
Selangor,Kuala Selangor,2018-01-01,131.2,127.3,3.9,47.0,73.6,2.9,71.4
Selangor,Kuala Selangor,2019-01-01,136.1,132.1,4.0,48.2,73.8,3.0,71.7
Selangor,Kuala Selangor,2020-01-01,140.2,132.7,7.6,56.8,71.2,5.4,67.4
Selangor,Kuala Selangor,2021-01-01,143.4,136.6,6.8,57.0,71.5,4.7,68.2
Selangor,Kuala Selangor,2022-01-01,143.5,137.1,6.3,58.4,71.1,4.4,67.9
Selangor,Kuala Selangor,2023-01-01,144.7,140.1,4.6,60.6,70.5,3.1,68.2
Selangor,Kuala Selangor,2024-01-01,147.3,143.6,3.8,61.3,70.6,2.6,68.8
Selangor,Petaling,2018-01-01,1166.5,1135.0,31.5,376.3,75.6,2.7,73.6
Selangor,Petaling,2019-01-01,1189.7,1157.1,32.6,386.5,75.5,2.7,73.4
Selangor,Petaling,2020-01-01,1262.2,1210.2,52.0,380.0,76.9,4.1,73.7
Selangor,Petaling,2021-01-01,1297.9,1249.7,48.2,364.9,78.1,3.7,75.2
Selangor,Petaling,2022-01-01,1297.9,1255.3,42.6,353.6,78.6,3.3,76.0
Selangor,Petaling,2023-01-01,1327.4,1295.7,31.7,347.2,79.3,2.4,77.4
Selangor,Petaling,2024-01-01,1354.1,1326.6,27.5,343.8,79.8,2.0,78.1
Selangor,Sabak Bernam,2018-01-01,63.7,61.7,2.0,20.9,75.3,3.2,72.9
Selangor,Sabak Bernam,2019-01-01,64.1,61.9,2.1,21.6,74.8,3.3,72.2
Selangor,Sabak Bernam,2020-01-01,53.9,52.1,1.8,20.0,72.9,3.3,70.5
Selangor,Sabak Bernam,2021-01-01,53.2,51.2,2.0,21.1,71.6,3.8,68.9
Selangor,Sabak Bernam,2022-01-01,53.5,51.9,1.6,21.1,71.7,3.0,69.6
Selangor,Sabak Bernam,2023-01-01,53.5,52.3,1.2,21.9,71.0,2.2,69.4
Selangor,Sabak Bernam,2024-01-01,54.5,53.4,1.0,21.8,71.4,1.9,70.0
Selangor,Sepang,2018-01-01,142.2,137.8,4.4,43.4,76.6,3.1,74.2
Selangor,Sepang,2019-01-01,145.3,140.7,4.6,44.9,76.4,3.2,74.0
Selangor,Sepang,2020-01-01,176.1,168.9,7.3,55.5,76.0,4.1,72.9
Selangor,Sepang,2021-01-01,177.4,168.7,8.7,57.5,75.5,4.9,71.8
Selangor,Sepang,2022-01-01,178.9,171.1,7.8,55.7,76.3,4.4,72.9
Selangor,Sepang,2023-01-01,182.5,176.8,5.7,56.0,76.5,3.1,74.1
Selangor,Sepang,2024-01-01,186.6,181.8,4.7,56.6,76.7,2.5,74.8
Selangor,Ulu Langat,2021-01-01,747.3,711.8,35.4,242.9,75.5,4.7,71.9
Selangor,Ulu Langat,2022-01-01,767.5,738.5,29.0,236.2,76.5,3.8,73.6
Selangor,Ulu Langat,2023-01-01,798.6,777.0,21.7,237.6,77.1,2.7,75.0
Selangor,Ulu Langat,2024-01-01,829.6,810.9,18.7,242.2,77.4,2.3,75.7
Selangor,Ulu Selangor,2021-01-01,128.9,125.2,3.7,41.1,75.8,2.9,73.6
Selangor,Ulu Selangor,2022-01-01,132.1,129.0,3.1,40.0,76.8,2.4,75.0
Selangor,Ulu Selangor,2023-01-01,136.5,134.2,2.3,39.6,77.5,1.7,76.2
Selangor,Ulu Selangor,2024-01-01,140.4,138.4,2.0,40.1,77.8,1.4,76.7
Terengganu,Besut,2018-01-01,62.1,58.8,3.2,41.6,59.9,5.2,56.7
Terengganu,Besut,2019-01-01,64.7,62.3,2.4,41.5,60.9,3.7,58.7
Terengganu,Besut,2020-01-01,59.3,56.9,2.4,39.2,60.2,4.1,57.8
Terengganu,Besut,2021-01-01,58.8,56.2,2.6,41.5,58.6,4.5,56.0
Terengganu,Besut,2022-01-01,60.4,58.1,2.4,41.9,59.0,3.9,56.8
Terengganu,Besut,2023-01-01,62.1,59.7,2.4,42.8,59.2,3.8,56.9
Terengganu,Besut,2024-01-01,64.1,61.8,2.2,42.9,59.9,3.5,57.8
Terengganu,Dungun,2018-01-01,73.0,69.5,3.5,52.6,58.1,4.7,55.3
Terengganu,Dungun,2019-01-01,74.4,71.7,2.7,51.5,59.1,3.6,56.9
Terengganu,Dungun,2020-01-01,59.6,57.2,2.5,45.6,56.7,4.1,54.4
Terengganu,Dungun,2021-01-01,60.5,58.2,2.4,46.2,56.7,4.0,54.5
Terengganu,Dungun,2022-01-01,61.7,59.6,2.1,46.3,57.1,3.5,55.2
Terengganu,Dungun,2023-01-01,63.1,60.9,2.1,47.0,57.3,3.4,55.3
Terengganu,Dungun,2024-01-01,65.1,63.1,2.0,47.1,58.0,3.1,56.2
Terengganu,Hulu Terengganu,2018-01-01,30.3,28.9,1.4,22.7,57.1,4.7,54.5
Terengganu,Hulu Terengganu,2019-01-01,31.0,29.8,1.2,22.7,57.7,3.8,55.5
Terengganu,Hulu Terengganu,2020-01-01,26.1,25.1,1.0,20.2,56.3,3.7,54.2
Terengganu,Hulu Terengganu,2021-01-01,25.8,24.8,1.0,21.5,54.6,4.0,52.4
Terengganu,Hulu Terengganu,2022-01-01,26.2,25.2,1.0,21.4,55.0,3.8,52.9
Terengganu,Hulu Terengganu,2023-01-01,26.8,25.8,1.0,21.8,55.1,3.7,53.1
Terengganu,Hulu Terengganu,2024-01-01,27.4,26.5,0.9,21.7,55.8,3.3,54.0
Terengganu,Kemaman,2018-01-01,83.3,79.4,3.8,43.9,65.5,4.6,62.4
Terengganu,Kemaman,2019-01-01,85.5,82.7,2.8,43.1,66.5,3.3,64.3
Terengganu,Kemaman,2020-01-01,92.5,88.8,3.7,46.6,66.5,4.0,63.8
Terengganu,Kemaman,2021-01-01,94.0,90.5,3.5,47.8,66.3,3.8,63.8
Terengganu,Kemaman,2022-01-01,96.7,93.8,2.9,48.5,66.6,3.0,64.6
Terengganu,Kemaman,2023-01-01,100.2,97.3,2.9,49.8,66.8,2.9,64.9
Terengganu,Kemaman,2024-01-01,104.6,101.8,2.7,50.3,67.5,2.6,65.7
Terengganu,Kuala Nerus,2018-01-01,,,,,,,
Terengganu,Kuala Nerus,2019-01-01,,,,,,,
Terengganu,Kuala Nerus,2020-01-01,59.5,56.7,2.8,40.8,59.3,4.7,56.5
Terengganu,Kuala Nerus,2021-01-01,59.6,57.2,2.4,43.1,58.0,4.1,55.7
Terengganu,Kuala Nerus,2022-01-01,60.7,58.5,2.2,43.2,58.4,3.7,56.3
Terengganu,Kuala Nerus,2023-01-01,61.7,59.5,2.2,43.7,58.6,3.6,56.5
Terengganu,Kuala Nerus,2024-01-01,63.4,61.3,2.1,43.5,59.3,3.3,57.3
Terengganu,Kuala Terengganu,2018-01-01,151.2,144.0,7.1,103.4,59.4,4.7,56.6
Terengganu,Kuala Terengganu,2019-01-01,159.7,154.3,5.4,104.7,60.4,3.4,58.4
Terengganu,Kuala Terengganu,2020-01-01,90.6,86.3,4.2,62.2,59.3,4.7,56.5
Terengganu,Kuala Terengganu,2021-01-01,89.3,85.6,3.7,64.5,58.0,4.1,55.7
Terengganu,Kuala Terengganu,2022-01-01,90.7,87.3,3.3,64.5,58.4,3.7,56.2
Terengganu,Kuala Terengganu,2023-01-01,92.0,88.7,3.3,65.1,58.6,3.6,56.5
Terengganu,Kuala Terengganu,2024-01-01,94.4,91.3,3.1,64.8,59.3,3.3,57.3
Terengganu,Marang,2018-01-01,43.7,41.6,2.1,32.5,57.4,4.7,54.6
Terengganu,Marang,2019-01-01,45.4,43.7,1.7,32.7,58.2,3.7,56.0
Terengganu,Marang,2020-01-01,43.0,41.5,1.6,32.9,56.7,3.6,54.7
Terengganu,Marang,2021-01-01,44.1,42.4,1.7,33.8,56.6,3.8,54.4
Terengganu,Marang,2022-01-01,45.3,43.9,1.4,34.0,57.1,3.0,55.4
Terengganu,Marang,2023-01-01,46.5,45.1,1.4,34.7,57.3,3.0,55.5
Terengganu,Marang,2024-01-01,48.1,46.8,1.3,34.9,58.0,2.6,56.4
Terengganu,Setiu,2018-01-01,26.9,25.5,1.3,14.5,65.0,4.9,61.6
Terengganu,Setiu,2019-01-01,27.3,26.3,1.0,14.2,65.8,3.7,63.4
Terengganu,Setiu,2020-01-01,25.0,23.7,1.2,13.5,64.9,4.9,61.6
Terengganu,Setiu,2021-01-01,24.7,23.5,1.3,14.4,63.3,5.1,60.1
Terengganu,Setiu,2022-01-01,25.5,24.4,1.0,14.4,63.8,4.0,61.2
Terengganu,Setiu,2023-01-01,26.2,25.2,1.0,14.8,64.0,3.9,61.5
Terengganu,Setiu,2024-01-01,27.3,26.3,1.0,14.9,64.7,3.6,62.3
